case Id,activity,timestamp
60_0,Loan application received,63700189200
60_0,Check application form completeness,63700192782
60_0,Check credit history,63700192916
60_0,Assess loan risk,63700193977
60_0,Appraise property,63700194281
60_0,Assess eligibility,63700255093
60_0,Check if home insurance quote is requested,63700260155
60_0,Send acceptance pack,63700270856
60_0,Verify repayment agreement,63700271504
60_0,Cancel application,63700272283
60_0,Loan application canceled,63700272283
61_1,Loan application received,63700263000
61_1,Check application form completeness,63700264941
61_1,Appraise property,63700265940
61_1,Check credit history,63700267323
61_1,Assess loan risk,63700272729
61_1,Assess eligibility,63700273996
61_1,Check if home insurance quote is requested,63700274536
61_1,Send home insurance quote,63700278685
61_1,Verify repayment agreement,63700279256
61_1,Approve application,63700279421
61_1,Loan application approved,63700279421
62_2,Loan application received,63700279200
62_2,Check application form completeness,63700279794
62_2,Check credit history,63700279973
62_2,Assess loan risk,63700280648
62_2,Appraise property,63700280686
62_2,Assess eligibility,63700341547
62_2,Check if home insurance quote is requested,63700342571
62_2,Prepare acceptance pack,63700344886
62_2,Verify repayment agreement,63700345169
62_2,Cancel application,63700345384
62_2,Loan application canceled,63700345384
140_3,Loan application received,63705632400
140_3,Check application form completeness,63705633312
140_3,Appraise property,63705633620
140_3,Check credit history,63705635440
140_3,Assess loan risk,63705637272
140_3,Assess eligibility,63705698109
140_3,Check if home insurance quote is requested,63705698353
140_3,Prepare acceptance pack,63705698917
140_3,Verify repayment agreement,63705699814
140_3,Cancel application,63705700044
140_3,Loan application canceled,63705700044
69_4,Loan application received,63700795800
69_4,Check application form completeness,63700797456
69_4,Appraise property,63700797735
69_4,Check credit history,63700798286
69_4,Assess loan risk,63700798820
69_4,Assess eligibility,63700799025
69_4,Check if home insurance quote is requested,63700799197
69_4,Send home insurance quote,63700800115
69_4,Verify repayment agreement,63700860018
69_4,Cancel application,63700860068
69_4,Loan application canceled,63700860068
141_5,Loan application received,63705706200
141_5,Check application form completeness,63705706462
141_5,Check credit history,63705708059
141_5,Appraise property,63705708139
141_5,Assess loan risk,63705708161
141_5,Assess eligibility,63705709746
141_5,Reject application,63705712726
141_5,Loan application rejected,63705712726
50_6,Loan application received,63699566400
50_6,Check application form completeness,63699567302
50_6,Check credit history,63699569891
50_6,Assess loan risk,63699571073
50_6,Appraise property,63699571457
50_6,Assess eligibility,63699573488
50_6,Check if home insurance quote is requested,63699574671
50_6,Send acceptance pack,63699578541
50_6,Verify repayment agreement,63699581618
50_6,Approve application,63699591215
50_6,Loan application approved,63699591215
70_7,Loan application received,63700869600
70_7,Check application form completeness,63700870030
70_7,Appraise property,63700871030
70_7,Check credit history,63700877029
70_7,Assess loan risk,63700878033
70_7,Assess eligibility,63700879069
70_7,Reject application,63700881256
70_7,Loan application rejected,63700881256
72_8,Loan application received,63700959600
72_8,Check application form completeness,63700960666
72_8,Check credit history,63700960892
72_8,Assess loan risk,63700961792
72_8,Appraise property,63700964042
72_8,Assess eligibility,63700965114
72_8,Check if home insurance quote is requested,63700966347
72_8,Send acceptance pack,63700968682
72_8,Verify repayment agreement,63700969481
72_8,Approve application,63700969827
72_8,Loan application approved,63700969827
51_9,Loan application received,63699582600
51_9,Check application form completeness,63699585021
51_9,Check credit history,63699585414
51_9,Appraise property,63699588557
51_9,Assess loan risk,63699589437
51_9,Assess eligibility,63699589849
