case Id,activity,timestamp
60_0,Loan application received,63700189200
60_0,Check application form completeness,63700189274
60_0,Appraise property,63700190765
60_0,Check credit history,63700192123
60_0,Assess loan risk,63700192192
60_0,Assess eligibility,63700193198
60_0,Reject application,63700195089
60_0,Loan application rejected,63700195089
61_1,Loan application received,63700263000
61_1,Check application form completeness,63700264391
61_1,Appraise property,63700264786
61_1,Check credit history,63700268710
61_1,Assess loan risk,63700270078
61_1,Assess eligibility,63700270458
61_1,Reject application,63700271385
61_1,Loan application rejected,63700271385
62_2,Loan application received,63700279200
62_2,Check application form completeness,63700281239
62_2,Appraise property,63700281425
62_2,Check credit history,63700341459
62_2,Assess loan risk,63700341811
62_2,Assess eligibility,63700346508
62_2,Prepare acceptance pack,63700349020
62_2,Check if home insurance quote is requested,63700350079
62_2,Send acceptance pack,63700354863
62_2,Verify repayment agreement,63700357465
62_2,Approve application,63700361035
62_2,Loan application approved,63700361035
140_3,Loan application received,63705632400
140_3,Check application form completeness,63705633431
140_3,Appraise property,63705633630
140_3,Check credit history,63705633723
140_3,Assess loan risk,63705637980
140_3,Assess eligibility,63705697438
140_3,Reject application,63705698680
140_3,Loan application rejected,63705698680
69_4,Loan application received,63700795800
69_4,Check application form completeness,63700797086
69_4,Check credit history,63700797268
69_4,Assess loan risk,63700797927
69_4,Appraise property,63700799920
69_4,Assess eligibility,63700800103
69_4,Prepare acceptance pack,63700801015
69_4,Check if home insurance quote is requested,63700859369
69_4,Send home insurance quote,63700859892
69_4,Verify repayment agreement,63700863372
69_4,Approve application,63700863868
69_4,Loan application approved,63700863868
141_5,Loan application received,63705706200
141_5,Check application form completeness,63705711543
141_5,Appraise property,63705711847
141_5,Check credit history,63705713647
141_5,Assess loan risk,63705713721
141_5,Assess eligibility,63705713971
141_5,Reject application,63705717064
141_5,Loan application rejected,63705717064
50_6,Loan application received,63699566400
50_6,Check application form completeness,63699566928
50_6,Appraise property,63699567652
50_6,Check credit history,63699568000
50_6,Assess loan risk,63699568811
50_6,Assess eligibility,63699569130
50_6,Prepare acceptance pack,63699572696
50_6,Check if home insurance quote is requested,63699573323
50_6,Send home insurance quote,63699575635
50_6,Verify repayment agreement,63699577473
50_6,Cancel application,63699578317
50_6,Loan application canceled,63699578317
70_7,Loan application received,63700869600
70_7,Check application form completeness,63700871121
70_7,Check credit history,63700872489
70_7,Assess loan risk,63700873776
70_7,Appraise property,63700874287
70_7,Assess eligibility,63700877090
70_7,Reject application,63700878456
70_7,Loan application rejected,63700878456
72_8,Loan application received,63700959600
72_8,Check application form completeness,63700961809
72_8,Appraise property,63700962402
72_8,Check credit history,63700966452
72_8,Assess loan risk,63700970092
72_8,Assess eligibility,63700970909
72_8,Prepare acceptance pack,63700973725
72_8,Check if home insurance quote is requested,63701205381
72_8,Send acceptance pack,63701208814
72_8,Verify repayment agreement,63701211917
72_8,Approve application,63701212446
72_8,Loan application approved,63701212446
51_9,Loan application received,63699582600
51_9,Check application form completeness,63699583080
51_9,Check credit history,63699583561
51_9,Assess loan risk,63699586947
51_9,Appraise property,63699587246
51_9,Assess eligibility,63699588700
51_9,Send acceptance pack,63699591506
51_9,Verify repayment agreement,63699654830
51_9,Approve application,63699659444
51_9,Loan application approved,63699659444
249_10,Loan application received,63713043000
249_10,Check application form completeness,63713046788
249_10,Appraise property,63713047758
249_10,Check credit history,63713047957
