case Id,activity,timestamp
60_0,Loan application received,63700189200
60_0,Check application form completeness,63700195768
60_0,Check credit history,63700254621
60_0,Appraise property,63700254657
60_0,Assess loan risk,63700254705
60_0,Assess eligibility,63700255131
60_0,Prepare acceptance pack,63700260663
60_0,Check if home insurance quote is requested,63700261005
60_0,Send home insurance quote,63700261745
60_0,Verify repayment agreement,63700262023
60_0,Cancel application,63700262692
60_0,Loan application canceled,63700262692
61_1,Loan application received,63700263000
61_1,Check application form completeness,63700264309
61_1,Appraise property,63700264871
61_1,Check credit history,63700269377
61_1,Assess loan risk,63700270336
61_1,Assess eligibility,63700275363
61_1,Appraise property,63700275590
61_1,Check credit history,63700278226
61_1,Assess loan risk,63700281302
61_1,Assess eligibility,63700341085
61_1,Reject application,63700342421
61_1,Loan application rejected,63700342421
62_2,Loan application received,63700279200
62_2,Check application form completeness,63700340730
62_2,Check credit history,63700341784
62_2,Assess loan risk,63700344104
62_2,Appraise property,63700346971
62_2,Assess eligibility,63700349912
62_2,Check credit history,63700351566
62_2,Appraise property,63700351623
62_2,Assess loan risk,63700354872
62_2,Assess eligibility,63700357607
62_2,Reject application,63700359264
62_2,Loan application rejected,63700359264
140_3,Loan application received,63705632400
140_3,Check application form completeness,63705632625
140_3,Check credit history,63705634391
140_3,Assess loan risk,63705635073
140_3,Appraise property,63705703932
140_3,Assess eligibility,63705706705
140_3,Prepare acceptance pack,63705710237
140_3,Check if home insurance quote is requested,63705711284
140_3,Send home insurance quote,63705714553
140_3,Verify repayment agreement,63705716233
140_3,Approve application,63705718044
140_3,Loan application approved,63705718044
69_4,Loan application received,63700795800
69_4,Check application form completeness,63700796600
69_4,Appraise property,63700796721
69_4,Check credit history,63700797993
69_4,Assess loan risk,63700799337
69_4,Assess eligibility,63700799695
69_4,Prepare acceptance pack,63700860694
69_4,Check if home insurance quote is requested,63700863425
69_4,Send home insurance quote,63700864080
69_4,Verify repayment agreement,63700865233
69_4,Cancel application,63700868079
69_4,Loan application canceled,63700868079
141_5,Loan application received,63705706200
141_5,Check application form completeness,63705706296
141_5,Return application back to applicant,63705706667
141_5,Receive updated application,63705708637
141_5,Check application form completeness,63705709851
141_5,Appraise property,63705710633
141_5,Check credit history,63705711773
141_5,Assess loan risk,63705712269
141_5,Assess eligibility,63705715230
141_5,Appraise property,63705716392
141_5,Check credit history,63705721468
141_5,Assess loan risk,63705783881
141_5,Assess eligibility,63705784515
141_5,Appraise property,63705785532
141_5,Check credit history,63705787017
141_5,Assess loan risk,63705787177
141_5,Assess eligibility,63705789681
141_5,Check credit history,63705789838
141_5,Assess loan risk,63705790672
141_5,Appraise property,63705790837
141_5,Assess eligibility,63705791941
141_5,Reject application,63705794472
141_5,Loan application rejected,63705794472
50_6,Loan application received,63699566400
50_6,Check application form completeness,63699567549
50_6,Check credit history,63699567561
50_6,Appraise property,63699568381
50_6,Assess loan risk,63699570666
50_6,Assess eligibility,63699571298
50_6,Check credit history,63699571792
50_6,Appraise property,63699573200
50_6,Assess loan risk,63699573912
50_6,Assess eligibility,63699575085
50_6,Check credit history,63699575240
50_6,Assess loan risk,63699575444
50_6,Appraise property,63699576828
50_6,Assess eligibility,63699576979
50_6,Reject application,63699582391
50_6,Loan application rejected,63699582391
70_7,Loan application received,63700869600
70_7,Check application form completeness,63700873221
70_7,Appraise property,63700873336
70_7,Check credit history,63700873460
70_7,Assess loan risk,63700874755
70_7,Assess eligibility,63700875902
70_7,Appraise property,63700876539
70_7,Check credit history,63700877031
70_7,Assess loan risk,63700879531
70_7,Assess eligibility,63700880064
70_7,Check credit history,63700880390
70_7,Appraise property,63700880484
70_7,Assess loan risk,63700881446
70_7,Assess eligibility,63700883283
70_7,Reject application,63700883773
70_7,Loan application rejected,63700883773
72_8,Loan application received,63700959600
72_8,Check application form completeness,63700960395
72_8,Return application back to applicant,63700961151
72_8,Receive updated application,63700963041
72_8,Check application form completeness,63700963915
72_8,Appraise property,63700965869
72_8,Check credit history,63700967892
72_8,Assess loan risk,63700970753
72_8,Assess eligibility,63701205273
72_8,Reject application,63701208516
72_8,Loan application rejected,63701208516
51_9,Loan application received,63699582600
51_9,Check application form completeness,63699585356
51_9,Appraise property,63699587024
51_9,Check credit history,63699587079
51_9,Assess loan risk,63699590989
51_9,Assess eligibility,63699650812
51_9,Reject application,63699652146
51_9,Loan application rejected,63699652146
249_10,Loan application received,63713043000
249_10,Check application form completeness,63713046054
249_10,Check credit history,63713046068
249_10,Appraise property,63713048988
249_10,Assess loan risk,63713051745
249_10,Assess eligibility,63713052782
249_10,Prepare acceptance pack,63713053059
249_10,Check if home insurance quote is requested,63713053114
249_10,Send acceptance pack,63713053420
249_10,Verify repayment agreement,63713056974
249_10,Approve application,63713057824
249_10,Loan application approved,63713057824
73_11,Loan application received,63701206200
73_11,Check application form completeness,63701207639
73_11,Appraise property,63701209200
73_11,Check credit history,63701211370
73_11,Assess loan risk,63701216246
73_11,Assess eligibility,63701218678
73_11,Prepare acceptance pack,63701218736
73_11,Check if home insurance quote is requested,63701222014
73_11,Send home insurance quote,63701222220
73_11,Verify repayment agreement,63701223617
73_11,Approve application,63701224133
73_11,Loan application approved,63701224133
244_12,Loan application received,63712789200
244_12,Check application form completeness,63712789297
244_12,Check credit history,63712789838
244_12,Assess loan risk,63712791391
244_12,Appraise property,63712792645
244_12,Assess eligibility,63712793937
244_12,Prepare acceptance pack,63712800065
244_12,Check if home insurance quote is requested,63712801249
244_12,Send acceptance pack,63712802371
244_12,Verify repayment agreement,63712803279
244_12,Cancel application,63712806383
244_12,Loan application canceled,63712806383
243_13,Loan application received,63712715400
243_13,Check application form completeness,63712715769
243_13,Check credit history,63712715869
243_13,Appraise property,63712716254
243_13,Assess loan risk,63712718178
