case Id,activity,timestamp
60_0,Loan application received,63700260302
60_0,Check application form completeness,63700262196
60_0,Appraise property,63700263460
60_0,Check credit history,63700264877
60_0,Assess loan risk,63700266668
60_0,Assess eligibility,63700270481
60_0,Prepare acceptance pack,63700273167
60_0,Check if home insurance quote is requested,63700273949
60_0,Send acceptance pack,63700274404
60_0,Verify repayment agreement,63700274836
60_0,Approve application,63700276139
60_0,Loan application approved,63700276139
61_1,Loan application received,63700276502
61_1,Check application form completeness,63700276585
61_1,Appraise property,63700277206
61_1,Check credit history,63700277816
61_1,Assess loan risk,63700281487
61_1,Assess eligibility,63700281782
61_1,Prepare acceptance pack,63700340858
61_1,Check if home insurance quote is requested,63700343495
61_1,Send acceptance pack,63700347192
61_1,Verify repayment agreement,63700348664
61_1,Approve application,63700350199
61_1,Loan application approved,63700350199
62_2,Loan application received,63700350302
62_2,Check application form completeness,63700350326
62_2,Appraise property,63700350429
62_2,Check credit history,63700352845
62_2,Assess loan risk,63700358030
62_2,Assess eligibility,63700358047
62_2,Reject application,63700358407
62_2,Loan application rejected,63700358407
140_3,Loan application received,63705703502
140_3,Check application form completeness,63705704588
140_3,Appraise property,63705705412
140_3,Check credit history,63705707567
140_3,Assess loan risk,63705707879
140_3,Assess eligibility,63705709614
140_3,Reject application,63705712742
140_3,Loan application rejected,63705712742
69_4,Loan application received,63700866902
69_4,Check application form completeness,63700867432
69_4,Check credit history,63700867737
69_4,Appraise property,63700871450
69_4,Assess loan risk,63700874484
69_4,Assess eligibility,63700876473
69_4,Prepare acceptance pack,63700876486
69_4,Check if home insurance quote is requested,63700880122
69_4,Send acceptance pack,63700881708
69_4,Verify repayment agreement,63700882632
69_4,Approve application,63700883839
69_4,Loan application approved,63700883839
141_5,Loan application received,63705719702
141_5,Check application form completeness,63705720997
141_5,Appraise property,63705723320
141_5,Check credit history,63705725091
141_5,Assess loan risk,63705784710
141_5,Assess eligibility,63705786962
141_5,Reject application,63705788080
141_5,Loan application rejected,63705788080
50_6,Loan application received,63699579902
50_6,Check application form completeness,63699582383
50_6,Appraise property,63699585671
50_6,Check credit history,63699585761
50_6,Assess loan risk,63699591079
50_6,Assess eligibility,63699651750
50_6,Reject application,63699651800
50_6,Loan application rejected,63699651800
70_7,Loan application received,63700883102
70_7,Check application form completeness,63700884637
70_7,Check credit history,63700884951
70_7,Appraise property,63700885287
70_7,Assess loan risk,63700945973
70_7,Assess eligibility,63700949404
70_7,Reject application,63700950741
70_7,Loan application rejected,63700950741
72_8,Loan application received,63700973102
72_8,Check application form completeness,63700973743
72_8,Check credit history,63701205187
72_8,Appraise property,63701208835
72_8,Assess loan risk,63701213418
72_8,Assess eligibility,63701213594
72_8,Reject application,63701217640
72_8,Loan application rejected,63701217640
51_9,Loan application received,63699653702
51_9,Check application form completeness,63699657161
51_9,Appraise property,63699657463
51_9,Check credit history,63699663589
51_9,Assess loan risk,63699667306
51_9,Assess eligibility,63699667711
51_9,Prepare acceptance pack,63699669629
51_9,Check if home insurance quote is requested,63699671922
51_9,Send home insurance quote,63699672476
51_9,Verify repayment agreement,63699674947
51_9,Cancel application,63699737224
51_9,Loan application canceled,63699737224
249_10,Loan application received,63713056502
249_10,Check application form completeness,63713056762
249_10,Appraise property,63713057394
249_10,Check credit history,63713058399
249_10,Assess loan risk,63713060664
249_10,Assess eligibility,63713060889
249_10,Reject application,63713061542
249_10,Loan application rejected,63713061542
73_11,Loan application received,63701219702
73_11,Check application form completeness,63701220866
73_11,Check credit history,63701221189
73_11,Appraise property,63701222100
73_11,Assess loan risk,63701224238
73_11,Assess eligibility,63701227714
73_11,Prepare acceptance pack,63701228938
73_11,Check if home insurance quote is requested,63701230604
73_11,Send acceptance pack,63701230622
73_11,Verify repayment agreement,63701290876
73_11,Approve application,63701293622
73_11,Loan application approved,63701293622
244_12,Loan application received,63712802702
244_12,Check application form completeness,63712804905
244_12,Check credit history,63712804983
244_12,Appraise property,63712809922
244_12,Assess loan risk,63712873623
244_12,Assess eligibility,63712874397
244_12,Reject application,63712875032
244_12,Loan application rejected,63712875032
243_13,Loan application received,63712786502
243_13,Check application form completeness,63712787997
243_13,Check credit history,63712788304
243_13,Appraise property,63712790072
243_13,Assess loan risk,63712792525
243_13,Assess eligibility,63712793518
243_13,Reject application,63712799206
243_13,Loan application rejected,63712799206
71_14,Loan application received,63700956902
71_14,Check application form completeness,63700960996
71_14,Check credit history,63700962967
71_14,Appraise property,63700965406
71_14,Assess loan risk,63700967773
71_14,Assess eligibility,63700969396
71_14,Reject application,63700971307
71_14,Loan application rejected,63700971307
58_15,Loan application received,63700170302
58_15,Check application form completeness,63700170967
58_15,Appraise property,63700172637
58_15,Check credit history,63700173119
58_15,Assess loan risk,63700175087
58_15,Assess eligibility,63700176928
58_15,Reject application,63700177792
58_15,Loan application rejected,63700177792
59_16,Loan application received,63700186502
59_16,Check application form completeness,63700188695
59_16,Check credit history,63700189161
59_16,Appraise property,63700190629
59_16,Assess loan risk,63700191127
59_16,Assess eligibility,63700192642
59_16,Reject application,63700254434
59_16,Loan application rejected,63700254434
245_17,Loan application received,63712876502
245_17,Check application form completeness,63712876866
245_17,Check credit history,63712877029
245_17,Appraise property,63712881932
245_17,Assess loan risk,63712882699
245_17,Assess eligibility,63712882917
245_17,Prepare acceptance pack,63712883886
245_17,Check if home insurance quote is requested,63712884440
245_17,Send acceptance pack,63712886126
245_17,Verify repayment agreement,63712887227
245_17,Approve application,63712888555
245_17,Loan application approved,63712888555
246_18,Loan application received,63712892702
246_18,Check application form completeness,63712893496
246_18,Check credit history,63712893814
246_18,Appraise property,63712895219
246_18,Assess loan risk,63712895222
