case Id,activity,timestamp
60_0,Loan application received,63700189200
60_0,Check application form completeness,63700190935
60_0,Appraise property,63700191054
60_0,Check credit history,63700191114
60_0,Assess loan risk,63700191455
60_0,Assess eligibility,63700191568
60_0,Reject application,63700195142
60_0,Loan application rejected,63700195142
61_1,Loan application received,63700263000
61_1,Check application form completeness,63700263121
61_1,Appraise property,63700263748
61_1,Check credit history,63700264922
61_1,Assess loan risk,63700264960
61_1,Assess eligibility,63700267416
61_1,Prepare acceptance pack,63700274627
61_1,Check if home insurance quote is requested,63700276337
61_1,Send acceptance pack,63700278048
61_1,Verify repayment agreement,63700278092
61_1,Check credit history,63700278448
61_1,Assess loan risk,63700278736
61_1,Cancel application,63700279195
61_1,Loan application canceled,63700279195
62_2,Loan application received,63700279200
62_2,Check application form completeness,63700282738
62_2,Appraise property,63700340951
62_2,Check credit history,63700343016
62_2,Assess loan risk,63700344811
62_2,Assess eligibility,63700346582
62_2,Prepare acceptance pack,63700346695
62_2,Check if home insurance quote is requested,63700350034
62_2,Send acceptance pack,63700350435
62_2,Verify repayment agreement,63700353396
62_2,Check credit history,63700353562
62_2,Assess loan risk,63700354534
62_2,Cancel application,63700356314
62_2,Loan application canceled,63700356314
140_3,Loan application received,63705632400
140_3,Check application form completeness,63705636222
140_3,Appraise property,63705636484
140_3,Check credit history,63705637630
140_3,Assess loan risk,63705698957
140_3,Assess eligibility,63705699188
140_3,Reject application,63705701836
140_3,Loan application rejected,63705701836
69_4,Loan application received,63700795800
69_4,Check application form completeness,63700859002
69_4,Appraise property,63700861982
69_4,Check credit history,63700862740
69_4,Assess loan risk,63700863487
69_4,Assess eligibility,63700863515
69_4,Reject application,63700865950
69_4,Loan application rejected,63700865950
141_5,Loan application received,63705706200
141_5,Check application form completeness,63705707664
141_5,Appraise property,63705708299
141_5,Check credit history,63705708834
141_5,Assess loan risk,63705716907
141_5,Assess eligibility,63705717981
141_5,Prepare acceptance pack,63705718048
141_5,Check if home insurance quote is requested,63705718461
141_5,Send acceptance pack,63705718743
141_5,Verify repayment agreement,63705719487
141_5,Check credit history,63705719554
141_5,Assess loan risk,63705720516
141_5,Approve application,63705720986
141_5,Loan application approved,63705720986
50_6,Loan application received,63699566400
50_6,Check application form completeness,63699567020
50_6,Check credit history,63699567756
50_6,Appraise property,63699568220
50_6,Assess loan risk,63699569209
50_6,Assess eligibility,63699570023
50_6,Reject application,63699575223
50_6,Loan application rejected,63699575223
70_7,Loan application received,63700869600
70_7,Check application form completeness,63700871063
70_7,Check credit history,63700871463
70_7,Assess loan risk,63700871533
70_7,Appraise property,63700875790
70_7,Assess eligibility,63700878114
70_7,Prepare acceptance pack,63700879841
70_7,Check if home insurance quote is requested,63700880176
70_7,Send home insurance quote,63700881398
70_7,Verify repayment agreement,63700881811
70_7,Check credit history,63700885553
70_7,Assess loan risk,63700887323
70_7,Approve application,63700947170
70_7,Loan application approved,63700947170
72_8,Loan application received,63700959600
